 -1.11997117e+00 4.28777551e-02 0.00000000e+00
 2.33144836e-02 -1.41635883e-01 0.00000000e+00
 -5.96012049e-01 -3.56240993e-02 0.00000000e+00
 8.09766046e-01 -1.86373363e+00 0.00000000e+00
 -1.01860419e+00 -3.49957429e-01 0.00000000e+00
 -1.51089063e+00 1.38996266e-01 0.00000000e+00
 -1.92299409e+00 -9.49726760e-01 0.00000000e+00
 -6.12119195e-01 -5.91089189e-01 0.00000000e+00
 1.53448789e+00 4.82172011e-01 0.00000000e+00
 6.69755705e-02 7.10490309e-01 0.00000000e+00
 4.00322665e-01 -1.14786914e+00 0.00000000e+00
 -4.51218396e-01 1.69208662e+00 0.00000000e+00
 -1.14709720e+00 4.60400293e-02 0.00000000e+00
 4.14521574e-01 -1.53123970e-01 0.00000000e+00
 -7.01876287e-01 -7.59966297e-01 0.00000000e+00
 -2.13157049e-01 3.68303349e-01 0.00000000e+00
 -1.03429280e+00 -1.82218508e+00 0.00000000e+00
 7.93069986e-01 1.11733955e+00 0.00000000e+00
 9.08958684e-02 -9.68463734e-01 0.00000000e+00
 -7.74591695e-01 1.98905157e+00 0.00000000e+00
 1.28002214e+00 -3.78981544e-01 0.00000000e+00
 1.02737543e+00 1.42822375e-01 0.00000000e+00
 4.93590940e-01 -1.35875624e+00 0.00000000e+00
 -1.77117704e+00 6.28311761e-01 0.00000000e+00
 -4.77294010e-03 1.15280573e+00 0.00000000e+00
 1.11652952e+00 -1.46625649e+00 0.00000000e+00
 -1.27332892e+00 4.62920180e-01 0.00000000e+00
 1.72805107e+00 6.39167160e-01 0.00000000e+00
 6.03094225e-01 -1.15431970e-01 0.00000000e+00
 1.74529466e-01 1.20492405e+00 0.00000000e+00
 -9.56115016e-01 1.43803602e+00 0.00000000e+00
 -2.00345775e-01 -2.45498305e+00 0.00000000e+00
 -3.78112010e-01 1.81727570e-01 0.00000000e+00
 -8.68372149e-01 1.64946304e+00 0.00000000e+00
 -1.30369253e+00 -4.60067140e-01 0.00000000e+00
 -1.95293175e+00 8.89489886e-02 0.00000000e+00
 -1.81390783e-01 -6.90525997e-01 0.00000000e+00
 -6.25257931e-01 -5.80638774e-01 0.00000000e+00
 -1.92439888e-01 -4.13913125e-01 0.00000000e+00
 -3.81879802e-01 -1.48237643e+00 0.00000000e+00
 9.35364259e-01 -4.94999385e-01 0.00000000e+00
 -2.49973855e-01 -5.06911469e-01 0.00000000e+00
 -1.41607332e+00 -8.49072141e-01 0.00000000e+00
 1.01735854e+00 -1.38004597e+00 0.00000000e+00
 5.33112695e-01 -9.30783450e-01 0.00000000e+00
 -4.28804744e-02 1.30239215e-01 0.00000000e+00
 -1.17838152e+00 1.48671699e+00 0.00000000e+00
 -1.02680645e-01 -1.65221393e+00 0.00000000e+00
 7.16869643e-01 -2.76917933e-02 0.00000000e+00
 1.26413390e+00 9.38782807e-01 0.00000000e+00
 -1.77491343e+00 -6.86355063e-01 0.00000000e+00
 -7.81506954e-01 3.19921536e-01 0.00000000e+00
 2.11752537e-01 -8.94820578e-01 0.00000000e+00
 1.63486193e+00 -1.12871050e+00 0.00000000e+00
 2.17543860e+00 -1.07925475e-01 0.00000000e+00
 1.20685925e-01 2.57547555e-01 0.00000000e+00
 -5.65690327e-02 9.54669669e-01 0.00000000e+00
 1.53333546e+00 8.42262638e-02 0.00000000e+00
 -2.55586925e-01 -2.94800563e-01 0.00000000e+00
 -7.16686505e-01 -3.66156485e-01 0.00000000e+00
 -8.77707518e-01 2.72643054e-01 0.00000000e+00
 -1.01348306e+00 9.52933026e-01 0.00000000e+00
 4.47584491e-01 -1.02771457e+00 0.00000000e+00
 -1.58253380e+00 4.80485791e-01 0.00000000e+00
 -1.09354987e+00 -4.09256443e-01 0.00000000e+00
 -4.53266719e-01 -2.07696334e-01 0.00000000e+00
 2.24567533e+00 2.02188574e+00 0.00000000e+00
 -4.37840203e-02 5.38447118e-01 0.00000000e+00
 -9.70961256e-01 -9.50356321e-01 0.00000000e+00
 2.04040061e-01 1.79496107e-01 0.00000000e+00
 1.51908667e+00 3.75902137e-01 0.00000000e+00
 -8.08403360e-01 -3.99491916e-01 0.00000000e+00
 -1.01044691e+00 1.39094469e-01 0.00000000e+00
 7.10593692e-01 -3.54368827e-01 0.00000000e+00
 -1.05426021e+00 1.46060980e+00 0.00000000e+00
 3.50588662e-01 1.59900025e+00 0.00000000e+00
 9.04593573e-01 -1.38227580e+00 0.00000000e+00
 3.75985802e-01 1.73424989e-01 0.00000000e+00
 1.09325136e+00 1.74362670e-01 0.00000000e+00
 8.86024072e-01 -3.22632362e-02 0.00000000e+00
 6.71308588e-01 1.96881543e-01 0.00000000e+00
 -1.05506362e+00 2.77031318e+00 0.00000000e+00
 2.64700978e-01 7.41957593e-01 0.00000000e+00
 -8.82104135e-01 -8.03811255e-01 0.00000000e+00
 6.02131544e-01 9.07861737e-01 0.00000000e+00
 8.84969170e-02 1.11184307e+00 0.00000000e+00
 1.65585593e+00 -5.81018127e-01 0.00000000e+00
 -5.03284441e-01 -7.63649468e-01 0.00000000e+00
 -6.46313615e-01 -8.50295249e-01 0.00000000e+00
 4.19950088e-01 1.40180350e+00 0.00000000e+00
 1.59737691e+00 1.76660997e+00 0.00000000e+00
 -1.61752362e-01 4.75199078e-01 0.00000000e+00
 1.96495396e-02 -1.61455897e+00 0.00000000e+00
 -3.82618343e-01 -2.59725146e-01 0.00000000e+00
 -1.47925978e-01 2.47267152e-01 0.00000000e+00
 -3.61685763e-01 3.58596211e-02 0.00000000e+00
 -2.71924139e-02 3.22299755e-01 0.00000000e+00
 1.01423380e+00 -6.67041620e-01 0.00000000e+00
 1.84193795e+00 -2.71386124e+00 0.00000000e+00
 -2.02098295e+00 -1.01643521e+00 0.00000000e+00
 5.09569199e+00 3.45531145e+00 1.00000000e+00
 4.82849626e+00 4.56560989e+00 1.00000000e+00
 6.30685488e+00 5.78257809e+00 1.00000000e+00
 4.36993453e+00 5.70217405e+00 1.00000000e+00
 7.54082990e+00 5.11796426e+00 1.00000000e+00
 4.54862559e+00 4.76510661e+00 1.00000000e+00
